meta_id,source,review_title,comparison,outcome,intervention,control,n_studies,n_participants,pooled_effect_type,pooled_effect,ci_lower,ci_upper,p_value,i_squared,tau_squared,heterogeneity_p,model_type,meta_regression,publication_year,therapeutic_area,data_type
META122,Embase,Meta-analysis of novel therapy 122,Novel intervention vs standard,Disease control,Novel agent,Standard care,24,1111,Odds Ratio,0.75,0.49,1.38,0.033,40,0.07,0.419,Random,No,2024,Oncology,IPD
META123,Embase,Meta-analysis of novel therapy 123,Novel intervention vs standard,Disease control,Novel agent,Placebo,16,2433,Mean Difference,0.85,0.49,1.12,0.052,29,0.086,0.051,Random,Yes,2023,Rheumatology,Aggregate
META124,PubMed,Meta-analysis of novel therapy 124,Novel intervention vs standard,Clinical response,Novel agent,Standard care,15,3523,Mean Difference,0.67,0.59,1.04,0.012,29,0.099,0.137,Random,No,2023,Cardiology,Aggregate
META125,Embase,Meta-analysis of novel therapy 125,Novel intervention vs standard,Clinical response,Novel agent,Placebo,8,2108,Mean Difference,1.17,0.55,1.28,0.064,40,0.097,0.576,Random,No,2021,Neurology,Aggregate
META126,Embase,Meta-analysis of novel therapy 126,Novel intervention vs standard,Disease control,Novel agent,Standard care,15,2046,Mean Difference,0.98,0.56,1.04,0.036,37,0.069,0.449,Random,Yes,2018,Gastroenterology,Aggregate
META127,PubMed,Meta-analysis of novel therapy 127,Novel intervention vs standard,Disease control,Novel agent,Standard care,14,4430,Mean Difference,0.96,0.73,1.04,0.08,55,0.092,0.726,Random,No,2024,Dermatology,Aggregate
META128,Embase,Meta-analysis of novel therapy 128,Novel intervention vs standard,Overall survival,Novel agent,Placebo,15,2897,Mean Difference,0.81,0.73,1.37,0.009,65,0.075,0.308,Random,No,2019,Cardiology,Aggregate
META129,Embase,Meta-analysis of novel therapy 129,Novel intervention vs standard,Disease control,Novel agent,Standard care,25,1741,Risk Ratio,1.19,0.55,1.1,0.068,39,0.088,0.292,Random,No,2023,Neurology,IPD
META130,PubMed,Meta-analysis of novel therapy 130,Novel intervention vs standard,Clinical response,Novel agent,Placebo,14,2625,Risk Ratio,0.74,0.51,1.44,0.005,59,0.075,0.11,Random,No,2020,Oncology,IPD
META131,Embase,Meta-analysis of novel therapy 131,Novel intervention vs standard,Clinical response,Novel agent,Placebo,10,947,Mean Difference,0.59,0.83,1.12,0.039,46,0.053,0.23,Random,No,2023,Rheumatology,IPD
META132,PubMed,Meta-analysis of novel therapy 132,Novel intervention vs standard,Symptom improvement,Novel agent,Standard care,16,1698,Hazard Ratio,0.88,0.65,1.16,0.048,51,0.04,0.719,Random,No,2021,Oncology,Aggregate
META133,PubMed,Meta-analysis of novel therapy 133,Novel intervention vs standard,Clinical response,Novel agent,Placebo,21,2185,Risk Ratio,0.72,0.59,0.99,0.037,23,0.096,0.596,Random,Yes,2023,Rheumatology,IPD
META134,Embase,Meta-analysis of novel therapy 134,Novel intervention vs standard,Clinical response,Novel agent,Placebo,11,683,Odds Ratio,0.64,0.72,1.0,0.041,40,0.024,0.262,Random,No,2021,Oncology,Aggregate
META135,PubMed,Meta-analysis of novel therapy 135,Novel intervention vs standard,Overall survival,Novel agent,Standard care,20,3921,Mean Difference,0.56,0.69,1.09,0.019,22,0.092,0.713,Random,No,2018,Dermatology,Aggregate
META136,PubMed,Meta-analysis of novel therapy 136,Novel intervention vs standard,Symptom improvement,Novel agent,Placebo,20,3784,Risk Ratio,1.15,0.76,1.4,0.07,61,0.044,0.326,Random,Yes,2021,Rheumatology,Aggregate
META137,PubMed,Meta-analysis of novel therapy 137,Novel intervention vs standard,Clinical response,Novel agent,Placebo,16,2964,Odds Ratio,0.72,0.58,1.44,0.03,44,0.072,0.674,Random,Yes,2019,Neurology,Aggregate
META138,PubMed,Meta-analysis of novel therapy 138,Novel intervention vs standard,Overall survival,Novel agent,Standard care,24,1337,Risk Ratio,1.17,0.5,1.11,0.033,34,0.046,0.615,Random,No,2023,Neurology,Aggregate
META139,PubMed,Meta-analysis of novel therapy 139,Novel intervention vs standard,Overall survival,Novel agent,Placebo,23,2638,Hazard Ratio,0.67,0.79,1.28,0.079,37,0.048,0.425,Random,Yes,2022,Gastroenterology,IPD
META140,PubMed,Meta-analysis of novel therapy 140,Novel intervention vs standard,Clinical response,Novel agent,Placebo,15,2839,Risk Ratio,0.8,0.59,1.2,0.005,42,0.06,0.565,Random,No,2021,Dermatology,Aggregate
META141,Embase,Meta-analysis of novel therapy 141,Novel intervention vs standard,Disease control,Novel agent,Placebo,18,2046,Odds Ratio,1.16,0.64,1.26,0.041,61,0.049,0.167,Random,Yes,2019,Dermatology,IPD
META142,PubMed,Meta-analysis of novel therapy 142,Novel intervention vs standard,Disease control,Novel agent,Placebo,11,3469,Hazard Ratio,1.15,0.68,1.09,0.013,42,0.036,0.588,Random,No,2023,Rheumatology,Aggregate
META143,PubMed,Meta-analysis of novel therapy 143,Novel intervention vs standard,Symptom improvement,Novel agent,Standard care,19,2314,Odds Ratio,0.59,0.71,1.18,0.064,64,0.03,0.58,Random,No,2018,Rheumatology,Aggregate
META144,Embase,Meta-analysis of novel therapy 144,Novel intervention vs standard,Disease control,Novel agent,Placebo,9,4195,Risk Ratio,1.02,0.51,1.44,0.057,29,0.099,0.404,Random,Yes,2023,Rheumatology,IPD
META145,Embase,Meta-analysis of novel therapy 145,Novel intervention vs standard,Symptom improvement,Novel agent,Standard care,23,4879,Odds Ratio,0.78,0.78,1.39,0.032,21,0.039,0.414,Random,Yes,2018,Oncology,Aggregate
META146,Embase,Meta-analysis of novel therapy 146,Novel intervention vs standard,Symptom improvement,Novel agent,Standard care,24,4996,Hazard Ratio,0.99,0.8,1.43,0.033,32,0.062,0.584,Random,Yes,2021,Neurology,IPD
META147,PubMed,Meta-analysis of novel therapy 147,Novel intervention vs standard,Clinical response,Novel agent,Placebo,25,1226,Hazard Ratio,0.67,0.72,1.43,0.014,22,0.062,0.445,Random,No,2019,Oncology,Aggregate
META148,Embase,Meta-analysis of novel therapy 148,Novel intervention vs standard,Clinical response,Novel agent,Standard care,9,3533,Mean Difference,0.94,0.63,0.97,0.01,61,0.086,0.741,Random,Yes,2021,Oncology,Aggregate
META149,PubMed,Meta-analysis of novel therapy 149,Novel intervention vs standard,Symptom improvement,Novel agent,Standard care,11,1286,Odds Ratio,1.22,0.64,0.96,0.071,34,0.026,0.653,Random,No,2023,Rheumatology,Aggregate
META150,PubMed,Meta-analysis of novel therapy 150,Novel intervention vs standard,Disease control,Novel agent,Standard care,8,4556,Hazard Ratio,0.86,0.74,1.33,0.051,49,0.056,0.193,Random,No,2021,Neurology,Aggregate
META151,Embase,Meta-analysis of novel therapy 151,Novel intervention vs standard,Overall survival,Novel agent,Placebo,14,1343,Risk Ratio,1.07,0.48,1.37,0.045,23,0.046,0.705,Random,Yes,2020,Rheumatology,Aggregate
META152,Embase,Meta-analysis of novel therapy 152,Novel intervention vs standard,Overall survival,Novel agent,Placebo,22,1818,Hazard Ratio,0.92,0.55,1.19,0.056,44,0.077,0.53,Random,Yes,2022,Dermatology,Aggregate
META153,Embase,Meta-analysis of novel therapy 153,Novel intervention vs standard,Disease control,Novel agent,Standard care,20,2451,Mean Difference,0.69,0.49,1.19,0.009,64,0.073,0.132,Random,Yes,2019,Rheumatology,Aggregate
META154,Embase,Meta-analysis of novel therapy 154,Novel intervention vs standard,Overall survival,Novel agent,Placebo,19,895,Mean Difference,0.98,0.73,1.19,0.004,59,0.092,0.606,Random,Yes,2023,Cardiology,Aggregate
META155,PubMed,Meta-analysis of novel therapy 155,Novel intervention vs standard,Symptom improvement,Novel agent,Standard care,24,2817,Hazard Ratio,1.06,0.83,1.43,0.006,63,0.024,0.41,Random,Yes,2019,Gastroenterology,Aggregate
META156,Embase,Meta-analysis of novel therapy 156,Novel intervention vs standard,Overall survival,Novel agent,Standard care,25,4470,Risk Ratio,1.17,0.75,1.42,0.025,60,0.025,0.643,Random,No,2019,Cardiology,Aggregate
META157,PubMed,Meta-analysis of novel therapy 157,Novel intervention vs standard,Clinical response,Novel agent,Standard care,22,4253,Risk Ratio,0.84,0.55,1.08,0.046,21,0.084,0.371,Random,No,2019,Gastroenterology,IPD
META158,Embase,Meta-analysis of novel therapy 158,Novel intervention vs standard,Overall survival,Novel agent,Standard care,16,4269,Hazard Ratio,0.59,0.67,1.37,0.061,42,0.097,0.502,Random,Yes,2024,Neurology,Aggregate
META159,PubMed,Meta-analysis of novel therapy 159,Novel intervention vs standard,Overall survival,Novel agent,Standard care,19,4464,Risk Ratio,0.79,0.72,1.32,0.053,57,0.024,0.217,Random,Yes,2020,Dermatology,Aggregate
META160,PubMed,Meta-analysis of novel therapy 160,Novel intervention vs standard,Overall survival,Novel agent,Standard care,13,2594,Mean Difference,1.03,0.65,1.34,0.049,25,0.013,0.177,Random,No,2020,Dermatology,IPD
META161,PubMed,Meta-analysis of novel therapy 161,Novel intervention vs standard,Clinical response,Novel agent,Placebo,17,3550,Risk Ratio,0.82,0.75,1.44,0.054,33,0.031,0.321,Random,No,2023,Rheumatology,Aggregate
META162,PubMed,Meta-analysis of novel therapy 162,Novel intervention vs standard,Overall survival,Novel agent,Standard care,19,2964,Mean Difference,0.73,0.78,1.1,0.026,34,0.042,0.562,Random,Yes,2021,Dermatology,IPD
META163,Embase,Meta-analysis of novel therapy 163,Novel intervention vs standard,Symptom improvement,Novel agent,Placebo,9,4483,Odds Ratio,1.22,0.55,1.01,0.022,43,0.073,0.421,Random,Yes,2022,Rheumatology,Aggregate
META164,PubMed,Meta-analysis of novel therapy 164,Novel intervention vs standard,Disease control,Novel agent,Standard care,18,2730,Hazard Ratio,0.94,0.47,1.24,0.056,47,0.051,0.199,Random,Yes,2020,Cardiology,IPD
META165,PubMed,Meta-analysis of novel therapy 165,Novel intervention vs standard,Symptom improvement,Novel agent,Standard care,12,3141,Risk Ratio,0.69,0.64,1.23,0.057,35,0.091,0.353,Random,No,2023,Dermatology,IPD
META166,Embase,Meta-analysis of novel therapy 166,Novel intervention vs standard,Disease control,Novel agent,Standard care,24,4046,Hazard Ratio,0.62,0.58,1.05,0.024,61,0.079,0.396,Random,No,2023,Dermatology,Aggregate
META167,PubMed,Meta-analysis of novel therapy 167,Novel intervention vs standard,Clinical response,Novel agent,Placebo,9,2314,Odds Ratio,1.19,0.79,1.42,0.064,35,0.073,0.209,Random,Yes,2022,Dermatology,IPD
META168,Embase,Meta-analysis of novel therapy 168,Novel intervention vs standard,Overall survival,Novel agent,Placebo,18,4404,Risk Ratio,1.13,0.61,1.14,0.025,54,0.01,0.33,Random,Yes,2024,Gastroenterology,Aggregate
META169,Embase,Meta-analysis of novel therapy 169,Novel intervention vs standard,Clinical response,Novel agent,Placebo,13,4638,Mean Difference,0.96,0.5,1.05,0.045,49,0.089,0.661,Random,Yes,2024,Oncology,Aggregate
META170,Embase,Meta-analysis of novel therapy 170,Novel intervention vs standard,Clinical response,Novel agent,Standard care,9,794,Mean Difference,0.69,0.67,1.19,0.044,27,0.028,0.64,Random,Yes,2023,Gastroenterology,Aggregate
META171,Embase,Meta-analysis of novel therapy 171,Novel intervention vs standard,Symptom improvement,Novel agent,Standard care,19,4580,Mean Difference,1.13,0.59,1.23,0.016,38,0.075,0.431,Random,Yes,2020,Rheumatology,Aggregate
META172,PubMed,Meta-analysis of novel therapy 172,Novel intervention vs standard,Clinical response,Novel agent,Placebo,17,4418,Mean Difference,1.02,0.57,1.45,0.056,65,0.088,0.602,Random,Yes,2021,Neurology,Aggregate
META173,Embase,Meta-analysis of novel therapy 173,Novel intervention vs standard,Disease control,Novel agent,Placebo,25,1641,Odds Ratio,0.87,0.54,1.4,0.036,57,0.081,0.479,Random,Yes,2023,Gastroenterology,Aggregate
META174,Embase,Meta-analysis of novel therapy 174,Novel intervention vs standard,Symptom improvement,Novel agent,Placebo,13,1366,Odds Ratio,0.74,0.55,1.35,0.004,49,0.033,0.288,Random,Yes,2019,Dermatology,IPD
META175,PubMed,Meta-analysis of novel therapy 175,Novel intervention vs standard,Disease control,Novel agent,Placebo,10,2314,Risk Ratio,1.19,0.64,1.31,0.034,31,0.092,0.486,Random,No,2020,Rheumatology,IPD
META176,PubMed,Meta-analysis of novel therapy 176,Novel intervention vs standard,Overall survival,Novel agent,Placebo,21,2301,Odds Ratio,0.88,0.84,1.06,0.018,28,0.088,0.323,Random,Yes,2018,Cardiology,Aggregate
META177,Embase,Meta-analysis of novel therapy 177,Novel intervention vs standard,Disease control,Novel agent,Placebo,15,4776,Risk Ratio,0.71,0.59,1.17,0.043,42,0.072,0.349,Random,No,2019,Oncology,IPD
META178,Embase,Meta-analysis of novel therapy 178,Novel intervention vs standard,Clinical response,Novel agent,Standard care,13,4304,Risk Ratio,0.67,0.5,1.44,0.004,55,0.032,0.19,Random,No,2024,Gastroenterology,Aggregate
META179,Embase,Meta-analysis of novel therapy 179,Novel intervention vs standard,Symptom improvement,Novel agent,Standard care,10,3580,Hazard Ratio,0.72,0.73,1.09,0.035,28,0.091,0.328,Random,No,2020,Dermatology,Aggregate
META180,PubMed,Meta-analysis of novel therapy 180,Novel intervention vs standard,Symptom improvement,Novel agent,Placebo,10,2093,Mean Difference,0.61,0.56,1.35,0.034,56,0.086,0.111,Random,Yes,2024,Neurology,Aggregate
META181,PubMed,Meta-analysis of novel therapy 181,Novel intervention vs standard,Disease control,Novel agent,Standard care,15,4966,Odds Ratio,1.19,0.63,1.43,0.066,55,0.074,0.382,Random,Yes,2022,Neurology,Aggregate
META182,PubMed,Meta-analysis of novel therapy 182,Novel intervention vs standard,Disease control,Novel agent,Standard care,18,2887,Odds Ratio,0.79,0.5,1.06,0.059,47,0.015,0.16,Random,No,2021,Gastroenterology,Aggregate
META183,Embase,Meta-analysis of novel therapy 183,Novel intervention vs standard,Clinical response,Novel agent,Placebo,13,2394,Risk Ratio,1.07,0.61,1.01,0.026,65,0.031,0.13,Random,No,2021,Oncology,Aggregate
META184,PubMed,Meta-analysis of novel therapy 184,Novel intervention vs standard,Clinical response,Novel agent,Placebo,20,4522,Odds Ratio,0.72,0.6,0.96,0.003,27,0.06,0.633,Random,No,2024,Dermatology,Aggregate
META185,Embase,Meta-analysis of novel therapy 185,Novel intervention vs standard,Symptom improvement,Novel agent,Standard care,9,4656,Risk Ratio,0.99,0.5,1.09,0.038,33,0.073,0.236,Random,No,2024,Neurology,Aggregate
META186,PubMed,Meta-analysis of novel therapy 186,Novel intervention vs standard,Clinical response,Novel agent,Standard care,13,2377,Hazard Ratio,0.74,0.48,1.09,0.077,22,0.082,0.492,Random,Yes,2023,Neurology,Aggregate
META187,PubMed,Meta-analysis of novel therapy 187,Novel intervention vs standard,Overall survival,Novel agent,Standard care,8,1427,Risk Ratio,1.18,0.51,0.97,0.08,28,0.034,0.521,Random,No,2018,Dermatology,Aggregate
META188,PubMed,Meta-analysis of novel therapy 188,Novel intervention vs standard,Clinical response,Novel agent,Placebo,18,4798,Risk Ratio,0.99,0.63,1.0,0.009,40,0.017,0.244,Random,Yes,2024,Oncology,IPD
META189,PubMed,Meta-analysis of novel therapy 189,Novel intervention vs standard,Symptom improvement,Novel agent,Standard care,21,1110,Mean Difference,1.08,0.59,1.21,0.049,24,0.074,0.744,Random,No,2023,Neurology,Aggregate
META190,PubMed,Meta-analysis of novel therapy 190,Novel intervention vs standard,Overall survival,Novel agent,Standard care,8,4636,Odds Ratio,0.79,0.56,1.3,0.049,63,0.027,0.19,Random,No,2021,Dermatology,IPD
META191,PubMed,Meta-analysis of novel therapy 191,Novel intervention vs standard,Symptom improvement,Novel agent,Placebo,16,4372,Odds Ratio,1.13,0.55,1.02,0.068,41,0.051,0.083,Random,No,2024,Gastroenterology,IPD
META192,PubMed,Meta-analysis of novel therapy 192,Novel intervention vs standard,Clinical response,Novel agent,Standard care,10,3072,Odds Ratio,0.99,0.47,0.96,0.032,44,0.029,0.289,Random,No,2019,Rheumatology,Aggregate
META193,PubMed,Meta-analysis of novel therapy 193,Novel intervention vs standard,Disease control,Novel agent,Standard care,23,4515,Mean Difference,0.89,0.65,1.29,0.061,27,0.016,0.306,Random,Yes,2024,Rheumatology,Aggregate
META194,PubMed,Meta-analysis of novel therapy 194,Novel intervention vs standard,Clinical response,Novel agent,Placebo,12,2441,Risk Ratio,0.77,0.81,1.03,0.057,42,0.041,0.586,Random,No,2019,Rheumatology,IPD
META195,Embase,Meta-analysis of novel therapy 195,Novel intervention vs standard,Symptom improvement,Novel agent,Standard care,21,3032,Mean Difference,0.7,0.74,1.02,0.02,42,0.098,0.165,Random,Yes,2022,Dermatology,Aggregate
META196,PubMed,Meta-analysis of novel therapy 196,Novel intervention vs standard,Symptom improvement,Novel agent,Standard care,22,4472,Risk Ratio,0.78,0.62,1.38,0.02,53,0.081,0.63,Random,Yes,2023,Gastroenterology,Aggregate
META197,Embase,Meta-analysis of novel therapy 197,Novel intervention vs standard,Symptom improvement,Novel agent,Placebo,24,4768,Mean Difference,1.02,0.75,1.26,0.061,44,0.09,0.264,Random,No,2020,Rheumatology,Aggregate
META198,Embase,Meta-analysis of novel therapy 198,Novel intervention vs standard,Disease control,Novel agent,Standard care,10,3455,Hazard Ratio,1.11,0.69,1.26,0.032,33,0.055,0.2,Random,Yes,2019,Dermatology,Aggregate
META199,Embase,Meta-analysis of novel therapy 199,Novel intervention vs standard,Symptom improvement,Novel agent,Placebo,23,2457,Risk Ratio,1.23,0.78,1.26,0.046,58,0.033,0.059,Random,No,2020,Cardiology,IPD
META200,Embase,Meta-analysis of novel therapy 200,Novel intervention vs standard,Disease control,Novel agent,Placebo,16,2269,Odds Ratio,0.89,0.55,1.13,0.01,47,0.014,0.445,Random,No,2022,Dermatology,Aggregate
META201,PubMed,Meta-analysis of novel therapy 201,Novel intervention vs standard,Overall survival,Novel agent,Placebo,23,3796,Risk Ratio,0.7,0.77,1.41,0.028,38,0.038,0.608,Random,Yes,2018,Neurology,Aggregate
META202,Embase,Meta-analysis of novel therapy 202,Novel intervention vs standard,Clinical response,Novel agent,Standard care,10,1906,Risk Ratio,0.72,0.68,1.19,0.06,62,0.095,0.098,Random,No,2022,Rheumatology,Aggregate
META203,Embase,Meta-analysis of novel therapy 203,Novel intervention vs standard,Symptom improvement,Novel agent,Standard care,19,3547,Risk Ratio,0.72,0.5,1.23,0.034,42,0.018,0.572,Random,No,2022,Gastroenterology,Aggregate
META204,Embase,Meta-analysis of novel therapy 204,Novel intervention vs standard,Overall survival,Novel agent,Standard care,14,3490,Risk Ratio,0.93,0.57,1.24,0.044,54,0.044,0.081,Random,No,2022,Oncology,Aggregate
META205,Embase,Meta-analysis of novel therapy 205,Novel intervention vs standard,Clinical response,Novel agent,Placebo,18,3020,Hazard Ratio,1.03,0.51,1.29,0.006,42,0.076,0.464,Random,Yes,2018,Dermatology,Aggregate
META206,PubMed,Meta-analysis of novel therapy 206,Novel intervention vs standard,Disease control,Novel agent,Placebo,8,3944,Odds Ratio,0.99,0.54,1.4,0.049,43,0.042,0.099,Random,No,2024,Cardiology,Aggregate
META207,PubMed,Meta-analysis of novel therapy 207,Novel intervention vs standard,Symptom improvement,Novel agent,Placebo,22,3505,Odds Ratio,1.03,0.63,1.34,0.048,32,0.038,0.067,Random,No,2021,Oncology,IPD
META208,Embase,Meta-analysis of novel therapy 208,Novel intervention vs standard,Disease control,Novel agent,Standard care,24,3479,Mean Difference,1.22,0.61,1.3,0.037,27,0.02,0.297,Random,No,2020,Neurology,Aggregate
META209,Embase,Meta-analysis of novel therapy 209,Novel intervention vs standard,Symptom improvement,Novel agent,Placebo,21,4105,Hazard Ratio,0.81,0.79,1.1,0.015,23,0.019,0.702,Random,Yes,2020,Cardiology,Aggregate
META210,Embase,Meta-analysis of novel therapy 210,Novel intervention vs standard,Clinical response,Novel agent,Standard care,17,892,Odds Ratio,1.07,0.78,1.2,0.033,30,0.056,0.43,Random,No,2021,Cardiology,Aggregate
META211,Embase,Meta-analysis of novel therapy 211,Novel intervention vs standard,Symptom improvement,Novel agent,Placebo,8,3358,Mean Difference,0.67,0.7,1.41,0.066,28,0.089,0.733,Random,Yes,2020,Oncology,Aggregate
META212,PubMed,Meta-analysis of novel therapy 212,Novel intervention vs standard,Clinical response,Novel agent,Standard care,10,4170,Mean Difference,0.78,0.81,1.02,0.029,49,0.02,0.745,Random,Yes,2018,Neurology,IPD
META213,PubMed,Meta-analysis of novel therapy 213,Novel intervention vs standard,Clinical response,Novel agent,Standard care,21,838,Odds Ratio,1.03,0.71,1.0,0.013,29,0.051,0.48,Random,No,2022,Gastroenterology,IPD
META214,Embase,Meta-analysis of novel therapy 214,Novel intervention vs standard,Overall survival,Novel agent,Standard care,25,3265,Mean Difference,0.63,0.57,1.19,0.011,59,0.047,0.29,Random,No,2024,Cardiology,IPD
META215,Embase,Meta-analysis of novel therapy 215,Novel intervention vs standard,Overall survival,Novel agent,Placebo,12,2474,Risk Ratio,0.59,0.65,1.19,0.006,55,0.052,0.066,Random,Yes,2021,Oncology,Aggregate
META216,Embase,Meta-analysis of novel therapy 216,Novel intervention vs standard,Disease control,Novel agent,Standard care,23,1404,Risk Ratio,0.89,0.56,1.12,0.065,30,0.037,0.332,Random,No,2018,Oncology,IPD
META217,PubMed,Meta-analysis of novel therapy 217,Novel intervention vs standard,Clinical response,Novel agent,Placebo,20,4439,Odds Ratio,0.73,0.6,1.38,0.057,41,0.093,0.418,Random,Yes,2020,Rheumatology,IPD
META218,Embase,Meta-analysis of novel therapy 218,Novel intervention vs standard,Overall survival,Novel agent,Placebo,24,3961,Odds Ratio,1.05,0.8,1.43,0.025,61,0.083,0.205,Random,No,2024,Neurology,Aggregate
META219,PubMed,Meta-analysis of novel therapy 219,Novel intervention vs standard,Overall survival,Novel agent,Standard care,18,3407,Odds Ratio,0.68,0.84,1.27,0.074,30,0.09,0.166,Random,Yes,2021,Gastroenterology,Aggregate
META220,PubMed,Meta-analysis of novel therapy 220,Novel intervention vs standard,Disease control,Novel agent,Standard care,14,2428,Odds Ratio,0.75,0.57,1.22,0.053,49,0.076,0.123,Random,No,2023,Gastroenterology,Aggregate
META221,Embase,Meta-analysis of novel therapy 221,Novel intervention vs standard,Overall survival,Novel agent,Placebo,22,1882,Hazard Ratio,0.61,0.63,1.21,0.054,58,0.037,0.393,Random,Yes,2021,Oncology,Aggregate
META222,PubMed,Meta-analysis of novel therapy 222,Novel intervention vs standard,Disease control,Novel agent,Standard care,12,1097,Mean Difference,1.2,0.61,0.97,0.046,50,0.09,0.398,Random,No,2024,Rheumatology,IPD
META223,Embase,Meta-analysis of novel therapy 223,Novel intervention vs standard,Symptom improvement,Novel agent,Standard care,20,4012,Mean Difference,0.95,0.48,1.16,0.022,58,0.047,0.145,Random,Yes,2023,Rheumatology,Aggregate
META224,PubMed,Meta-analysis of novel therapy 224,Novel intervention vs standard,Overall survival,Novel agent,Placebo,14,2089,Mean Difference,1.14,0.82,1.22,0.018,52,0.022,0.556,Random,No,2021,Dermatology,IPD
META225,Embase,Meta-analysis of novel therapy 225,Novel intervention vs standard,Disease control,Novel agent,Placebo,24,625,Hazard Ratio,0.64,0.84,1.13,0.03,39,0.019,0.72,Random,No,2020,Rheumatology,Aggregate
META226,PubMed,Meta-analysis of novel therapy 226,Novel intervention vs standard,Symptom improvement,Novel agent,Standard care,10,2443,Hazard Ratio,1.05,0.57,1.42,0.068,38,0.042,0.646,Random,Yes,2023,Neurology,IPD
META227,PubMed,Meta-analysis of novel therapy 227,Novel intervention vs standard,Clinical response,Novel agent,Standard care,22,3563,Mean Difference,0.58,0.81,1.38,0.068,34,0.028,0.685,Random,Yes,2019,Cardiology,Aggregate
META228,PubMed,Meta-analysis of novel therapy 228,Novel intervention vs standard,Clinical response,Novel agent,Standard care,17,3483,Risk Ratio,1.04,0.61,1.37,0.019,49,0.088,0.325,Random,No,2024,Rheumatology,IPD
META229,Embase,Meta-analysis of novel therapy 229,Novel intervention vs standard,Disease control,Novel agent,Standard care,24,1381,Mean Difference,0.56,0.57,1.09,0.053,43,0.075,0.552,Random,Yes,2018,Gastroenterology,Aggregate
META230,PubMed,Meta-analysis of novel therapy 230,Novel intervention vs standard,Disease control,Novel agent,Standard care,14,1275,Odds Ratio,0.87,0.69,1.42,0.013,49,0.01,0.477,Random,Yes,2018,Cardiology,IPD
META231,Embase,Meta-analysis of novel therapy 231,Novel intervention vs standard,Disease control,Novel agent,Placebo,14,2605,Mean Difference,0.58,0.48,1.34,0.077,43,0.084,0.306,Random,No,2021,Oncology,Aggregate
META232,PubMed,Meta-analysis of novel therapy 232,Novel intervention vs standard,Disease control,Novel agent,Standard care,24,2868,Odds Ratio,0.81,0.75,1.42,0.016,52,0.083,0.717,Random,Yes,2022,Dermatology,Aggregate
META233,Embase,Meta-analysis of novel therapy 233,Novel intervention vs standard,Symptom improvement,Novel agent,Placebo,17,3739,Odds Ratio,0.67,0.79,1.09,0.067,35,0.022,0.345,Random,Yes,2021,Oncology,Aggregate
META234,Embase,Meta-analysis of novel therapy 234,Novel intervention vs standard,Disease control,Novel agent,Placebo,9,2537,Hazard Ratio,1.21,0.46,1.03,0.005,47,0.059,0.163,Random,No,2024,Rheumatology,IPD
META235,PubMed,Meta-analysis of novel therapy 235,Novel intervention vs standard,Clinical response,Novel agent,Placebo,10,1561,Odds Ratio,0.94,0.82,1.08,0.022,32,0.024,0.361,Random,No,2020,Oncology,Aggregate
META236,PubMed,Meta-analysis of novel therapy 236,Novel intervention vs standard,Clinical response,Novel agent,Standard care,15,4136,Risk Ratio,0.72,0.77,1.44,0.055,22,0.065,0.566,Random,No,2018,Neurology,IPD
META237,PubMed,Meta-analysis of novel therapy 237,Novel intervention vs standard,Disease control,Novel agent,Placebo,11,4042,Hazard Ratio,0.87,0.85,1.24,0.056,59,0.09,0.72,Random,No,2020,Neurology,IPD
META238,Embase,Meta-analysis of novel therapy 238,Novel intervention vs standard,Clinical response,Novel agent,Standard care,19,3246,Risk Ratio,0.79,0.57,1.32,0.016,54,0.062,0.097,Random,Yes,2021,Oncology,Aggregate
META239,PubMed,Meta-analysis of novel therapy 239,Novel intervention vs standard,Clinical response,Novel agent,Standard care,16,3774,Odds Ratio,0.96,0.77,1.17,0.07,43,0.099,0.612,Random,No,2020,Oncology,Aggregate
META240,Embase,Meta-analysis of novel therapy 240,Novel intervention vs standard,Clinical response,Novel agent,Standard care,20,2601,Risk Ratio,0.71,0.7,1.1,0.003,57,0.076,0.407,Random,No,2020,Dermatology,IPD
META241,Embase,Meta-analysis of novel therapy 241,Novel intervention vs standard,Clinical response,Novel agent,Placebo,23,3237,Odds Ratio,0.83,0.53,1.2,0.008,39,0.015,0.346,Random,Yes,2021,Oncology,Aggregate
META242,PubMed,Meta-analysis of novel therapy 242,Novel intervention vs standard,Overall survival,Novel agent,Placebo,11,2484,Hazard Ratio,0.8,0.72,1.24,0.071,34,0.081,0.277,Random,No,2019,Cardiology,IPD
META243,Embase,Meta-analysis of novel therapy 243,Novel intervention vs standard,Overall survival,Novel agent,Standard care,11,1029,Mean Difference,1.1,0.51,1.37,0.017,27,0.095,0.589,Random,Yes,2018,Neurology,Aggregate
META244,Embase,Meta-analysis of novel therapy 244,Novel intervention vs standard,Overall survival,Novel agent,Standard care,14,3787,Risk Ratio,0.78,0.52,1.29,0.058,63,0.069,0.354,Random,Yes,2020,Gastroenterology,IPD
META245,PubMed,Meta-analysis of novel therapy 245,Novel intervention vs standard,Disease control,Novel agent,Placebo,12,2316,Hazard Ratio,0.91,0.52,1.39,0.058,52,0.053,0.658,Random,No,2019,Neurology,Aggregate
META246,PubMed,Meta-analysis of novel therapy 246,Novel intervention vs standard,Symptom improvement,Novel agent,Placebo,15,4787,Hazard Ratio,0.58,0.5,0.99,0.002,49,0.066,0.458,Random,No,2024,Oncology,IPD
