meta_analysis_id,study_id,author,year,journal,pmid,country,intervention,intervention_dose,comparator,n_intervention,n_comparator,outcome_type,events_intervention,events_comparator,mean_intervention,sd_intervention,mean_comparator,sd_comparator,hazard_ratio,hr_ci_lower,hr_ci_upper,follow_up_months,age_mean,age_sd,percent_male,percent_white,disease_severity,comorbidities,rob_random_sequence,rob_allocation_concealment,rob_blinding_participants,rob_blinding_outcome,rob_incomplete_outcome,rob_selective_reporting,rob_other_bias,rob_overall,industry_funding,multi_center,therapeutic_area,disease_indication,intervention_class,outcome_measure
META009,ARCT087,Smith,2020,Lancet Diabetes Endocrinol,34767772,Taiwan,Dupilumab,300mg Q2W,Placebo,608,542,binary,129,202,,,,,,,,12,56.2,12.9,35,54,Moderate-severe,CVD,low,low,low,low,low,low,low,low,no,yes,Pulmonology,Severe asthma,IL-4/13 inhibitor,Severe exacerbation rate
META009,ARCT088,Morales,2022,J Clin Oncol,35533899,India,Dupilumab,300mg Q2W,Placebo,532,655,binary,100,195,,,,,,,,12,63.9,10.4,45,74,Advanced,Diabetes+HTN,low,low,low,low,low,low,low,low,no,yes,Pulmonology,Severe asthma,IL-4/13 inhibitor,Severe exacerbation rate
META009,ARCT089,Smith,2019,JAMA,31904942,Belgium,Dupilumab,300mg Q2W,Placebo,880,771,binary,289,411,,,,,,,,24,44.7,11.1,35,55,Moderate,None,low,high,low,low,low,low,low,high,yes,yes,Pulmonology,Severe asthma,IL-4/13 inhibitor,Severe exacerbation rate
META009,ARCT090,Lewis,2019,Gut,34140993,Canada,Dupilumab,300mg Q2W,Placebo,177,270,binary,41,81,,,,,,,,24,42.4,13.4,35,83,Moderate,None,low,low,low,low,low,low,low,low,no,yes,Pulmonology,Severe asthma,IL-4/13 inhibitor,Severe exacerbation rate
META010,ARCT091,Gomez,2021,JAMA,37062647,Canada,Semaglutide,2.4mg weekly,Placebo,339,374,continuous,,,-11.4,6.3,-1.4,6.2,,,,24,51.6,11.0,60,74,Moderate,HTN,low,low,low,low,low,low,low,low,yes,yes,Endocrinology,Obesity,GLP-1 agonist,Weight loss kg
META010,ARCT092,Jones,2024,Ann Rheum Dis,35533971,Japan,Semaglutide,2.4mg weekly,Placebo,670,447,continuous,,,-10.6,5.3,-1.6,6.1,,,,24,58.6,8.8,51,78,Severe,CVD,low,low,low,low,low,low,low,low,no,yes,Endocrinology,Obesity,GLP-1 agonist,Weight loss kg
META010,ARCT093,Martin,2023,Ann Rheum Dis,36793013,Spain,Semaglutide,2.4mg weekly,Placebo,337,181,continuous,,,-11.5,7.6,-1.9,7.8,,,,24,54.7,12.5,51,82,Moderate-severe,Multiple,low,low,low,low,low,low,low,low,no,yes,Endocrinology,Obesity,GLP-1 agonist,Weight loss kg
META010,ARCT094,Thomas,2018,Lancet Neurol,30070102,Spain,Semaglutide,2.4mg weekly,Placebo,728,334,continuous,,,-11.1,4.6,-0.9,4.3,,,,24,64.7,12.2,65,62,Moderate,COPD,low,low,low,low,low,low,low,low,yes,yes,Endocrinology,Obesity,GLP-1 agonist,Weight loss kg
META010,ARCT095,Myers,2023,Br J Dermatol,32882681,Canada,Semaglutide,2.4mg weekly,Placebo,239,431,continuous,,,-9.0,6.3,-1.0,6.5,,,,24,49.3,11.2,45,65,Moderate,Diabetes+HTN,low,low,low,low,low,low,low,low,yes,no,Endocrinology,Obesity,GLP-1 agonist,Weight loss kg
META010,ARCT096,Foster,2021,Gastroenterology,36846072,Italy,Semaglutide,2.4mg weekly,Placebo,418,855,continuous,,,-12.0,5.4,-1.1,6.2,,,,12,51.8,12.7,51,51,Refractory,HTN,low,low,low,low,low,low,low,low,no,yes,Endocrinology,Obesity,GLP-1 agonist,Weight loss kg
META011,ARCT097,King,2018,Neurology,31964084,Germany,Gene therapy,Single infusion,Standard care,28,37,binary,21,16,,,,,,,,12,64.9,10.2,59,55,Refractory,Obesity,low,low,low,low,low,low,low,low,yes,yes,Hematology,Sickle cell disease,Gene therapy,VOC elimination
META011,ARCT098,Taylor,2022,Circulation,33677138,Mexico,Gene therapy,Single infusion,Standard care,44,36,binary,26,14,,,,,,,,12,52.2,12.1,41,73,Severe,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Hematology,Sickle cell disease,Gene therapy,VOC elimination
META011,ARCT099,Green,2020,Eur Heart J,33410007,Belgium,Gene therapy,Single infusion,Standard care,71,74,binary,38,28,,,,,,,,24,60.3,10.0,39,71,Advanced,None,low,low,low,low,low,low,low,low,yes,no,Hematology,Sickle cell disease,Gene therapy,VOC elimination
META011,ARCT100,Morris,2021,Lancet Respir Med,33873221,UK,Gene therapy,Single infusion,Standard care,34,31,binary,16,10,,,,,,,,24,48.5,8.8,64,73,Refractory,HTN,low,low,low,low,low,low,low,low,yes,yes,Hematology,Sickle cell disease,Gene therapy,VOC elimination
META011,ARCT101,Morris,2021,Lancet,30431236,Sweden,Gene therapy,Single infusion,Standard care,52,46,binary,33,15,,,,,,,,12,44.8,9.7,62,75,Moderate-severe,Diabetes,low,low,low,low,low,low,low,low,no,yes,Hematology,Sickle cell disease,Gene therapy,VOC elimination
META012,ARCT102,Bennett,2023,Br J Dermatol,37137437,Australia,Nivolumab + Ipilimumab,3mg/kg + 1mg/kg Q3W,Nivolumab alone,1995,846,survival,,,,,,,0.61,0.49,0.72,24,58.4,8.4,56,54,Moderate,CVD,low,low,low,low,unclear,low,low,unclear,yes,yes,Oncology,Advanced melanoma,Immunotherapy combo,Overall survival
META012,ARCT103,Clark,2024,JACC,32615556,Mexico,Nivolumab + Ipilimumab,3mg/kg + 1mg/kg Q3W,Nivolumab alone,1491,1524,survival,,,,,,,0.6,0.5,0.71,48,58.7,13.8,54,70,Moderate-severe,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Oncology,Advanced melanoma,Immunotherapy combo,Overall survival
META012,ARCT104,Williams,2024,Chest,31847022,Spain,Nivolumab + Ipilimumab,3mg/kg + 1mg/kg Q3W,Nivolumab alone,1286,573,survival,,,,,,,0.53,0.45,0.63,48,59.1,9.8,57,58,Refractory,HTN,low,low,low,low,low,low,low,low,yes,yes,Oncology,Advanced melanoma,Immunotherapy combo,Overall survival
META012,ARCT105,Miller,2024,Rheumatology,34601008,China,Nivolumab + Ipilimumab,3mg/kg + 1mg/kg Q3W,Nivolumab alone,1494,1041,survival,,,,,,,0.72,0.59,0.82,36,69.1,10.2,71,73,Refractory,COPD,low,low,low,low,low,low,low,low,yes,yes,Oncology,Advanced melanoma,Immunotherapy combo,Overall survival
META012,ARCT106,Sanchez,2023,Lancet,35257307,India,Nivolumab + Ipilimumab,3mg/kg + 1mg/kg Q3W,Nivolumab alone,1110,706,survival,,,,,,,0.54,0.45,0.62,24,64.0,11.2,67,82,Advanced,HTN,low,low,low,low,unclear,low,low,unclear,no,yes,Oncology,Advanced melanoma,Immunotherapy combo,Overall survival
META012,ARCT107,Reyes,2018,JAMA,36609767,Japan,Nivolumab + Ipilimumab,3mg/kg + 1mg/kg Q3W,Nivolumab alone,1752,689,survival,,,,,,,0.59,0.5,0.68,36,59.5,12.3,54,67,Moderate,Diabetes+HTN,low,low,low,low,low,low,low,low,yes,yes,Oncology,Advanced melanoma,Immunotherapy combo,Overall survival
META012,ARCT108,Price,2020,Chest,30656525,Canada,Nivolumab + Ipilimumab,3mg/kg + 1mg/kg Q3W,Nivolumab alone,1199,1237,survival,,,,,,,0.69,0.59,0.82,36,68.8,13.8,73,78,Moderate,CVD,low,low,low,low,low,low,low,low,yes,yes,Oncology,Advanced melanoma,Immunotherapy combo,Overall survival
META012,ARCT109,Collins,2023,J Clin Oncol,37712666,Japan,Nivolumab + Ipilimumab,3mg/kg + 1mg/kg Q3W,Nivolumab alone,696,1049,survival,,,,,,,0.55,0.48,0.64,48,58.7,13.6,60,76,Severe,Diabetes+HTN,low,low,low,low,low,low,low,low,yes,yes,Oncology,Advanced melanoma,Immunotherapy combo,Overall survival
META013,ARCT110,Ramirez,2024,Lancet Diabetes Endocrinol,37744844,India,Colchicine,0.5mg daily,Placebo,1359,941,binary,120,120,,,,,,,,12,58.6,12.1,46,82,Moderate-severe,Diabetes+HTN,low,low,low,low,low,low,low,low,no,yes,Cardiology,AMI,Anti-inflammatory,Major CV events
META013,ARCT111,Thompson,2021,JACC,36633434,Singapore,Colchicine,0.5mg daily,Placebo,1050,1087,binary,64,107,,,,,,,,12,56.6,10.5,44,85,Moderate-severe,None,low,low,low,low,low,low,low,low,yes,yes,Cardiology,AMI,Anti-inflammatory,Major CV events
META013,ARCT112,Torres,2024,Br J Dermatol,35048998,Chile,Colchicine,0.5mg daily,Placebo,1048,1421,binary,133,215,,,,,,,,36,63.5,10.4,65,51,Moderate,Diabetes+HTN,low,low,low,low,low,low,low,low,yes,yes,Cardiology,AMI,Anti-inflammatory,Major CV events
META013,ARCT113,Allen,2018,Diabetes Care,30156127,Singapore,Colchicine,0.5mg daily,Placebo,425,1665,binary,28,151,,,,,,,,12,45.6,11.6,55,68,Refractory,Diabetes,low,low,low,low,low,low,low,low,no,yes,Cardiology,AMI,Anti-inflammatory,Major CV events
META013,ARCT114,Kelly,2019,Lancet Neurol,35348428,India,Colchicine,0.5mg daily,Placebo,421,963,binary,28,96,,,,,,,,36,45.0,10.1,53,79,Moderate,Diabetes+HTN,low,low,low,low,low,low,low,low,yes,yes,Cardiology,AMI,Anti-inflammatory,Major CV events
META013,ARCT115,Richardson,2020,JAMA Dermatol,30948905,Argentina,Colchicine,0.5mg daily,Placebo,1667,670,binary,179,90,,,,,,,,36,64.4,13.0,56,59,Advanced,Diabetes,low,low,low,low,low,low,low,low,no,yes,Cardiology,AMI,Anti-inflammatory,Major CV events
META013,ARCT116,Diaz,2022,Br J Dermatol,32112658,Italy,Colchicine,0.5mg daily,Placebo,799,1670,binary,73,236,,,,,,,,12,43.6,12.7,38,72,Moderate,CVD,low,low,low,low,low,low,low,low,yes,yes,Cardiology,AMI,Anti-inflammatory,Major CV events
META014,ARCT117,Nelson,2022,Lancet Neurol,33560522,Spain,Lecanemab,10mg/kg Q2W,Placebo,340,632,continuous,,,1.4,2.1,2.1,2.3,,,,24,70.6,8.3,53,54,Advanced,Obesity,low,low,low,low,low,low,low,low,yes,yes,Neurology,Alzheimer disease,Anti-amyloid mAb,CDR-SB decline
META014,ARCT118,Parker,2022,Rheumatology,34553569,Sweden,Lecanemab,10mg/kg Q2W,Placebo,671,551,continuous,,,1.1,1.7,1.8,1.7,,,,36,77.3,10.0,51,72,Advanced,None,low,low,low,low,low,low,low,low,no,yes,Neurology,Alzheimer disease,Anti-amyloid mAb,CDR-SB decline
META014,ARCT119,Long,2024,Lancet Respir Med,34531951,China,Lecanemab,10mg/kg Q2W,Placebo,653,320,continuous,,,1.1,2.6,2.3,2.3,,,,24,72.8,9.1,52,81,Refractory,HTN,low,low,low,low,low,low,low,low,yes,yes,Neurology,Alzheimer disease,Anti-amyloid mAb,CDR-SB decline
META014,ARCT120,Bennett,2022,Lancet Oncol,36255851,Singapore,Lecanemab,10mg/kg Q2W,Placebo,359,423,continuous,,,1.5,1.3,2.2,1.5,,,,24,69.4,11.8,41,85,Moderate-severe,CVD,low,low,low,low,low,low,low,low,yes,yes,Neurology,Alzheimer disease,Anti-amyloid mAb,CDR-SB decline
META015,ARCT121,Reyes,2024,Br J Dermatol,34592071,Sweden,Nirmatrelvir-ritonavir,300/100mg BID,Placebo,836,316,binary,86,44,,,,,,,,12,62.3,9.5,62,80,Severe,Diabetes+HTN,low,low,low,low,low,low,low,low,yes,yes,Infectious disease,COVID-19,Antiviral,Hospitalization or death
META015,ARCT122,Lee,2021,Rheumatology,36504618,Norway,Nirmatrelvir-ritonavir,300/100mg BID,Placebo,285,747,binary,23,86,,,,,,,,36,60.0,12.9,48,58,Severe,Obesity,low,low,low,low,low,low,low,low,yes,yes,Infectious disease,COVID-19,Antiviral,Hospitalization or death
META015,ARCT123,Watson,2018,NEJM,34717657,Norway,Nirmatrelvir-ritonavir,300/100mg BID,Placebo,767,634,binary,50,51,,,,,,,,36,50.4,10.5,38,55,Severe,None,low,low,unclear,low,low,low,low,unclear,no,yes,Infectious disease,COVID-19,Antiviral,Hospitalization or death
META015,ARCT124,Sanchez,2023,Circulation,33662763,Hong Kong,Nirmatrelvir-ritonavir,300/100mg BID,Placebo,202,169,binary,20,21,,,,,,,,24,60.5,13.6,50,72,Moderate,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Infectious disease,COVID-19,Antiviral,Hospitalization or death
META015,ARCT125,Ross,2018,Lancet Oncol,36798803,Italy,Nirmatrelvir-ritonavir,300/100mg BID,Placebo,210,480,binary,16,57,,,,,,,,12,57.2,12.4,47,70,Refractory,Diabetes+HTN,low,low,low,low,low,low,low,low,yes,yes,Infectious disease,COVID-19,Antiviral,Hospitalization or death
META015,ARCT126,Green,2024,Haematologica,33685934,UK,Nirmatrelvir-ritonavir,300/100mg BID,Placebo,653,774,binary,77,127,,,,,,,,12,43.3,8.8,60,69,Severe,COPD,low,low,low,low,low,low,low,low,yes,yes,Infectious disease,COVID-19,Antiviral,Hospitalization or death
META016,ARCT127,Brown,2023,JAMA,35809838,Spain,Ravulizumab,Weight-based Q8W,Eculizumab,540,264,binary,493,128,,,,,,,,24,44.9,12.2,48,52,Severe,COPD,low,low,low,low,low,low,low,low,yes,yes,Hematology,Paroxysmal nocturnal hemoglobinuria,C5 inhibitor,Transfusion avoidance
META016,ARCT128,Martin,2020,Diabetes Care,33692946,Argentina,Ravulizumab,Weight-based Q8W,Eculizumab,476,859,binary,434,466,,,,,,,,12,55.8,9.9,54,53,Advanced,None,low,low,low,low,low,low,low,low,yes,yes,Hematology,Paroxysmal nocturnal hemoglobinuria,C5 inhibitor,Transfusion avoidance
META016,ARCT129,Williams,2023,J Clin Oncol,32480891,Israel,Ravulizumab,Weight-based Q8W,Eculizumab,753,564,binary,727,272,,,,,,,,36,48.5,8.3,63,53,Moderate,CVD,low,low,low,low,low,low,low,low,yes,yes,Hematology,Paroxysmal nocturnal hemoglobinuria,C5 inhibitor,Transfusion avoidance
META016,ARCT130,Parker,2024,Gastroenterology,33240122,Singapore,Ravulizumab,Weight-based Q8W,Eculizumab,250,655,binary,178,243,,,,,,,,36,61.6,12.2,64,81,Moderate-severe,None,low,low,low,low,low,low,low,low,yes,yes,Hematology,Paroxysmal nocturnal hemoglobinuria,C5 inhibitor,Transfusion avoidance
META016,ARCT131,Gray,2019,JAMA Dermatol,31235866,Canada,Ravulizumab,Weight-based Q8W,Eculizumab,567,738,binary,203,196,,,,,,,,36,42.8,13.3,45,71,Severe,HTN,unclear,low,low,low,low,low,low,unclear,yes,yes,Hematology,Paroxysmal nocturnal hemoglobinuria,C5 inhibitor,Transfusion avoidance
META017,ARCT132,Anderson,2024,Eur Heart J,31700852,Switzerland,Nusinersen,12mg intrathecal,Sham,29,49,continuous,,,1.4,2.3,2.3,2.1,,,,12,7.2,12.8,50,57,Moderate,None,low,low,low,low,low,low,low,low,yes,yes,Neurology,Spinal muscular atrophy,Antisense oligonucleotide,Motor function improvement
META017,ARCT133,Nelson,2022,Chest,35349950,Norway,Nusinersen,12mg intrathecal,Sham,21,71,continuous,,,1.6,1.6,2.0,1.5,,,,12,7.6,13.3,50,56,Moderate,CKD,low,low,low,low,low,low,low,low,yes,yes,Neurology,Spinal muscular atrophy,Antisense oligonucleotide,Motor function improvement
META017,ARCT134,Turner,2018,Lancet,31432339,Argentina,Nusinersen,12mg intrathecal,Sham,57,22,continuous,,,0.8,2.3,1.6,2.1,,,,36,4.7,10.3,51,61,Moderate-severe,CVD,low,low,low,low,low,low,low,low,no,yes,Neurology,Spinal muscular atrophy,Antisense oligonucleotide,Motor function improvement
META017,ARCT135,Parker,2023,Lancet Diabetes Endocrinol,35290400,UK,Nusinersen,12mg intrathecal,Sham,31,44,continuous,,,0.6,2.0,1.4,2.3,,,,36,2.1,13.1,51,65,Advanced,Multiple,low,low,low,low,low,low,low,low,yes,yes,Neurology,Spinal muscular atrophy,Antisense oligonucleotide,Motor function improvement
META018,ARCT136,Howard,2018,Lancet Diabetes Endocrinol,32238054,Hong Kong,Pasireotide,40-60mg monthly,Octreotide,527,335,binary,327,109,,,,,,,,12,59.5,12.0,35,59,Moderate-severe,None,low,low,low,low,low,low,low,low,no,yes,Endocrinology,Acromegaly,Somatostatin analog,Biochemical control
META018,ARCT137,Evans,2021,Diabetes Care,35976346,Switzerland,Pasireotide,40-60mg monthly,Octreotide,414,333,binary,188,99,,,,,,,,24,45.1,12.6,35,70,Moderate-severe,Diabetes+HTN,low,low,low,low,low,low,low,low,no,yes,Endocrinology,Acromegaly,Somatostatin analog,Biochemical control
META018,ARCT138,Reyes,2018,Lancet Respir Med,37698564,Argentina,Pasireotide,40-60mg monthly,Octreotide,586,292,binary,489,143,,,,,,,,24,46.1,11.5,54,72,Severe,HTN,low,low,low,low,low,low,low,low,no,yes,Endocrinology,Acromegaly,Somatostatin analog,Biochemical control
META018,ARCT139,Wright,2018,Gastroenterology,31413133,Chile,Pasireotide,40-60mg monthly,Octreotide,336,896,binary,174,299,,,,,,,,36,65.7,13.2,40,65,Severe,None,low,low,low,low,low,low,low,low,yes,no,Endocrinology,Acromegaly,Somatostatin analog,Biochemical control
META018,ARCT140,Garcia,2020,Lancet Respir Med,36546846,Italy,Pasireotide,40-60mg monthly,Octreotide,231,656,binary,214,327,,,,,,,,12,45.4,10.2,42,50,Moderate,None,low,low,low,low,low,low,low,low,no,yes,Endocrinology,Acromegaly,Somatostatin analog,Biochemical control
META019,ARCT141,Anderson,2023,Circulation,35818968,Denmark,Cabozantinib + Nivolumab,40mg daily + 240mg Q2W,Sunitinib,778,676,survival,,,,,,,0.6,0.49,0.72,36,69.8,9.6,56,62,Moderate-severe,COPD,low,low,unclear,low,low,low,low,unclear,yes,no,Oncology,Advanced RCC,TKI + Immunotherapy,Progression-free survival
META019,ARCT142,Rogers,2020,Ann Rheum Dis,33846059,South Korea,Cabozantinib + Nivolumab,40mg daily + 240mg Q2W,Sunitinib,793,1058,survival,,,,,,,0.68,0.56,0.77,48,64.5,11.6,73,74,Severe,Multiple,low,low,low,low,low,low,low,low,no,yes,Oncology,Advanced RCC,TKI + Immunotherapy,Progression-free survival
META019,ARCT143,Lewis,2024,Lancet,31879734,Belgium,Cabozantinib + Nivolumab,40mg daily + 240mg Q2W,Sunitinib,1495,1822,survival,,,,,,,0.78,0.68,0.88,24,60.4,10.2,67,72,Moderate,CKD,low,low,low,low,low,low,low,low,yes,no,Oncology,Advanced RCC,TKI + Immunotherapy,Progression-free survival
META019,ARCT144,Turner,2021,Chest,35945971,Argentina,Cabozantinib + Nivolumab,40mg daily + 240mg Q2W,Sunitinib,1795,1298,survival,,,,,,,0.73,0.61,0.84,36,68.6,12.9,59,71,Moderate,Obesity,low,low,low,low,low,low,low,low,no,yes,Oncology,Advanced RCC,TKI + Immunotherapy,Progression-free survival
META019,ARCT145,Roberts,2022,Rheumatology,34086359,Norway,Cabozantinib + Nivolumab,40mg daily + 240mg Q2W,Sunitinib,1043,952,survival,,,,,,,0.65,0.54,0.77,48,64.5,11.7,74,51,Refractory,CVD,low,low,low,low,low,low,low,low,yes,yes,Oncology,Advanced RCC,TKI + Immunotherapy,Progression-free survival
META019,ARCT146,Anderson,2022,Lancet Oncol,36639530,Norway,Cabozantinib + Nivolumab,40mg daily + 240mg Q2W,Sunitinib,858,685,survival,,,,,,,0.59,0.47,0.71,24,66.4,8.2,51,51,Refractory,Multiple,low,low,low,low,low,low,low,low,yes,no,Oncology,Advanced RCC,TKI + Immunotherapy,Progression-free survival
META020,ARCT147,Turner,2023,Lancet Oncol,31442889,Germany,Secukinumab,150mg Q4W,Placebo,457,292,binary,316,86,,,,,,,,36,47.4,8.1,64,56,Refractory,Diabetes,low,low,low,low,low,low,low,low,yes,no,Rheumatology,Ankylosing spondylitis,IL-17 inhibitor,ASAS20 response
META020,ARCT148,Flores,2018,Haematologica,36145765,Norway,Secukinumab,150mg Q4W,Placebo,224,850,binary,147,312,,,,,,,,36,59.8,12.1,50,58,Moderate,CVD,low,low,low,low,low,low,low,low,yes,yes,Rheumatology,Ankylosing spondylitis,IL-17 inhibitor,ASAS20 response
META020,ARCT149,Cook,2024,Blood,32652718,Israel,Secukinumab,150mg Q4W,Placebo,820,670,binary,459,166,,,,,,,,36,42.7,13.3,36,59,Severe,Diabetes+HTN,low,unclear,low,low,low,low,low,unclear,no,yes,Rheumatology,Ankylosing spondylitis,IL-17 inhibitor,ASAS20 response
META020,ARCT150,Hill,2019,Eur Heart J,35528742,UK,Secukinumab,150mg Q4W,Placebo,823,358,binary,713,160,,,,,,,,24,58.3,9.2,55,80,Moderate-severe,HTN,low,low,low,low,unclear,low,low,unclear,yes,yes,Rheumatology,Ankylosing spondylitis,IL-17 inhibitor,ASAS20 response
META020,ARCT151,Foster,2021,Gastroenterology,31843706,Switzerland,Secukinumab,150mg Q4W,Placebo,604,864,binary,526,326,,,,,,,,36,66.0,11.3,59,60,Advanced,Multiple,low,low,low,low,low,low,low,low,yes,yes,Rheumatology,Ankylosing spondylitis,IL-17 inhibitor,ASAS20 response
META020,ARCT152,Taylor,2021,J Clin Oncol,34740189,Sweden,Secukinumab,150mg Q4W,Placebo,226,865,binary,91,200,,,,,,,,24,46.9,12.5,39,64,Refractory,Diabetes+HTN,low,low,low,low,low,low,low,low,no,yes,Rheumatology,Ankylosing spondylitis,IL-17 inhibitor,ASAS20 response
META020,ARCT153,Garcia,2022,Neurology,36398647,Hong Kong,Secukinumab,150mg Q4W,Placebo,866,891,binary,891,353,,,,,,,,12,51.1,13.0,38,78,Refractory,Multiple,low,low,low,low,low,low,low,low,yes,yes,Rheumatology,Ankylosing spondylitis,IL-17 inhibitor,ASAS20 response
