nma_id,study_id,author,year,journal,pmid,country,treatment_arm1,treatment_arm2,n_arm1,n_arm2,outcome_type,events_arm1,events_arm2,mean_arm1,sd_arm1,mean_arm2,sd_arm2,hazard_ratio,hr_ci_lower,hr_ci_upper,follow_up_months,age_mean,age_sd,percent_male,percent_white,disease_severity,comorbidities,rob_random_sequence,rob_allocation_concealment,rob_blinding_participants,rob_blinding_outcome,rob_incomplete_outcome,rob_selective_reporting,rob_other_bias,rob_overall,industry_funding,multi_center,comparison_type
NMA009,NRCT0236,Bailey,2023,Lancet Oncol,34382440,Denmark,Treatment D,Treatment E,265,617,binary,89,345,,,,,,,,24,58.7,8.6,53,56,Moderate-severe,CVD,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA009,NRCT0237,Harris,2011,Blood,33135558,Brazil,Treatment B,Treatment B,767,355,continuous,,,53.6,13.6,71.9,19.0,,,,12,50.2,13.5,33,59,Moderate,HTN,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA009,NRCT0238,Smith,2016,Lancet Respir Med,29250151,Brazil,Treatment A,Treatment A,695,759,binary,245,221,,,,,,,,48,49.0,11.3,68,63,Severe,HTN,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA009,NRCT0239,Thomas,2012,Ann Rheum Dis,25278162,France,Treatment B,Treatment D,670,280,continuous,,,61.7,21.4,54.3,22.5,,,,48,48.4,10.4,42,78,Severe,None,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA009,NRCT0240,Nelson,2010,Lancet Psychiatry,26042775,Germany,Treatment D,Treatment C,462,423,continuous,,,77.3,16.3,77.6,24.7,,,,48,59.3,12.5,40,82,Moderate,HTN,low,low,low,low,low,low,low,low,no,no,Head-to-head
NMA009,NRCT0241,Jones,2014,JACC,27816150,Canada,Treatment E,Treatment D,307,585,binary,67,108,,,,,,,,48,55.4,8.1,57,69,Mild,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA009,NRCT0242,King,2022,Ann Rheum Dis,22261851,Spain,Treatment D,Treatment E,568,640,continuous,,,45.9,19.8,53.6,22.0,,,,24,49.0,12.0,36,54,Mild,HTN,low,low,low,low,low,low,low,low,no,no,Placebo-controlled
NMA009,NRCT0243,Martin,2020,Lancet Oncol,28626294,Sweden,Treatment C,Treatment B,479,783,continuous,,,60.9,12.3,63.6,18.0,,,,48,52.8,12.8,68,58,Mild,Multiple,low,low,low,low,low,low,low,low,yes,no,Head-to-head
NMA009,NRCT0244,Cook,2014,Lancet,33166327,Japan,Treatment A,Treatment C,392,711,continuous,,,56.4,20.0,66.8,24.2,,,,24,51.8,12.1,35,79,Moderate,None,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA009,NRCT0245,Evans,2012,JAMA Dermatol,36000703,India,Treatment D,Treatment A,696,555,continuous,,,67.0,18.8,59.4,24.6,,,,24,64.3,12.5,62,88,Moderate,Multiple,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA009,NRCT0246,Moore,2016,J Clin Oncol,28396586,Japan,Treatment E,Treatment C,627,629,binary,311,291,,,,,,,,12,56.1,12.7,62,78,Severe,CVD,low,unclear,low,low,low,low,low,unclear,yes,yes,Placebo-controlled
NMA009,NRCT0247,Cooper,2020,J Clin Oncol,26161204,Spain,Treatment E,Treatment B,522,600,survival,,,,,,,0.6,0.48,0.7,48,67.2,10.1,35,68,Moderate,Multiple,low,low,low,low,low,low,low,low,no,yes,Head-to-head
NMA009,NRCT0248,Davis,2014,Neurology,22005148,India,Treatment E,Treatment D,302,444,continuous,,,77.8,19.7,70.6,23.6,,,,24,47.1,8.1,63,66,Moderate-severe,CVD,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA009,NRCT0249,Nelson,2020,NEJM,21733412,Spain,Treatment A,Treatment C,321,342,survival,,,,,,,0.98,0.79,1.15,12,50.0,9.8,68,77,Moderate,CVD,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA009,NRCT0250,Evans,2020,Lancet Oncol,31919320,Taiwan,Treatment B,Treatment C,439,753,binary,186,404,,,,,,,,12,43.1,10.7,56,86,Mild,HTN,low,low,low,low,low,low,low,low,no,no,Placebo-controlled
NMA009,NRCT0251,Hall,2018,NEJM,27570702,Germany,Treatment E,Treatment E,594,437,survival,,,,,,,0.82,0.72,0.94,36,56.5,12.9,38,83,Moderate,CVD,high,low,low,low,low,low,unclear,high,no,yes,Head-to-head
NMA009,NRCT0252,Taylor,2021,J Clin Oncol,22078787,China,Treatment A,Treatment A,470,203,survival,,,,,,,0.72,0.6,0.83,12,50.7,11.7,38,54,Moderate-severe,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA009,NRCT0253,Nguyen,2012,Circulation,24597224,UK,Treatment E,Treatment E,527,578,survival,,,,,,,0.86,0.75,0.94,12,42.9,9.5,63,69,Severe,HTN,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA009,NRCT0254,Baker,2022,JAMA,36425947,Mexico,Treatment B,Treatment E,325,351,binary,155,166,,,,,,,,12,53.1,10.0,67,87,Moderate-severe,CVD,low,low,low,low,low,low,low,low,yes,no,Placebo-controlled
NMA009,NRCT0255,Martin,2021,Blood,24630281,Denmark,Treatment B,Treatment C,354,479,binary,112,265,,,,,,,,12,43.5,13.9,54,70,Moderate-severe,None,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA009,NRCT0256,Jones,2011,Circulation,28410848,Netherlands,Treatment C,Treatment E,543,335,binary,230,80,,,,,,,,48,65.7,13.6,57,75,Moderate,None,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA009,NRCT0257,Green,2015,Lancet Respir Med,32093267,Canada,Treatment B,Treatment C,457,526,continuous,,,69.7,16.0,77.6,12.1,,,,36,43.9,12.9,34,53,Severe,Multiple,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA009,NRCT0258,Morris,2021,JAMA,27249609,Australia,Treatment D,Treatment C,475,434,survival,,,,,,,0.73,0.63,0.79,24,43.7,12.1,51,77,Mild,CVD,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA009,NRCT0259,White,2017,J Clin Oncol,34140669,Germany,Treatment D,Treatment E,533,545,binary,314,162,,,,,,,,36,46.8,9.3,67,60,Moderate-severe,None,high,low,low,low,low,low,low,high,no,yes,Head-to-head
NMA009,NRCT0260,Garcia,2014,Lancet Psychiatry,33179639,India,Treatment A,Treatment D,612,590,binary,287,315,,,,,,,,12,47.9,12.5,40,62,Mild,None,low,low,low,low,low,high,low,high,no,no,Placebo-controlled
NMA009,NRCT0261,Parker,2022,Circulation,25887981,France,Treatment D,Treatment A,244,442,binary,51,73,,,,,,,,48,47.1,13.8,54,68,Severe,Multiple,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA009,NRCT0262,Mitchell,2013,BMJ,23847255,Italy,Treatment D,Treatment B,206,217,continuous,,,76.2,12.5,45.6,20.7,,,,36,64.8,13.0,41,61,Moderate,None,low,low,unclear,high,low,low,low,high,yes,yes,Placebo-controlled
NMA009,NRCT0263,Hill,2017,Ann Rheum Dis,29103566,Japan,Treatment D,Treatment D,338,781,survival,,,,,,,1.05,0.9,1.25,24,53.1,11.4,45,52,Moderate-severe,Multiple,low,low,low,low,unclear,low,low,unclear,no,no,Head-to-head
NMA009,NRCT0264,Reed,2018,BMJ,21299259,Belgium,Treatment C,Treatment D,746,354,survival,,,,,,,0.62,0.53,0.72,48,50.7,10.7,60,87,Severe,None,low,low,low,low,low,low,low,low,no,yes,Head-to-head
NMA009,NRCT0265,Green,2010,BMJ,34993256,Denmark,Treatment D,Treatment C,526,406,binary,119,124,,,,,,,,24,62.7,8.2,49,86,Severe,HTN,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA009,NRCT0266,Edwards,2010,J Clin Oncol,27237686,Germany,Treatment C,Treatment C,421,630,continuous,,,45.2,13.2,70.6,20.6,,,,12,55.6,11.1,45,78,Moderate,None,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA009,NRCT0267,Hill,2021,Lancet Psychiatry,31758214,Singapore,Treatment A,Treatment C,453,695,binary,217,336,,,,,,,,24,55.1,10.9,49,75,Severe,Diabetes,high,low,low,low,low,low,low,high,no,no,Placebo-controlled
NMA010,NRCT0268,Thomas,2019,J Clin Oncol,32247985,Taiwan,Treatment B,Treatment D,320,356,survival,,,,,,,0.99,0.82,1.08,36,67.9,8.9,48,78,Mild,HTN,low,low,unclear,low,low,low,low,unclear,no,no,Placebo-controlled
NMA010,NRCT0269,Mitchell,2021,Blood,30637758,Singapore,Treatment D,Treatment A,367,436,survival,,,,,,,0.75,0.66,0.83,24,64.4,9.6,46,69,Moderate,None,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA010,NRCT0270,Edwards,2013,Ann Rheum Dis,24028059,Singapore,Treatment D,Treatment C,519,222,continuous,,,73.4,19.4,72.6,22.9,,,,36,65.7,12.7,62,74,Moderate,CVD,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA010,NRCT0271,Campbell,2012,Blood,26144449,Denmark,Treatment B,Treatment C,308,272,survival,,,,,,,0.94,0.84,1.07,48,43.0,9.9,63,83,Mild,None,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA010,NRCT0272,Harris,2011,Gut,35184644,Germany,Treatment A,Treatment C,397,525,continuous,,,61.0,12.0,71.4,22.6,,,,24,43.8,8.2,57,71,Moderate-severe,Multiple,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA010,NRCT0273,Collins,2019,Circulation,35098742,UK,Treatment A,Treatment D,532,777,binary,108,357,,,,,,,,24,51.9,9.3,49,58,Moderate-severe,HTN,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA010,NRCT0274,Nguyen,2022,Lancet Oncol,31685299,Spain,Treatment A,Treatment E,457,536,continuous,,,65.8,12.2,48.3,17.7,,,,36,63.4,8.1,55,52,Mild,Diabetes,low,low,low,low,low,low,low,low,yes,no,Head-to-head
NMA010,NRCT0275,Cook,2014,Ann Rheum Dis,25092092,Denmark,Treatment A,Treatment A,299,552,binary,121,212,,,,,,,,36,51.7,11.2,68,75,Mild,Diabetes,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA010,NRCT0276,Martin,2014,Gut,28424827,Mexico,Treatment C,Treatment E,566,209,binary,325,69,,,,,,,,12,59.7,11.2,63,61,Severe,Multiple,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA010,NRCT0277,Cook,2014,JAMA,25926093,Netherlands,Treatment C,Treatment B,361,238,survival,,,,,,,1.04,0.84,1.14,24,48.1,11.5,33,88,Mild,CVD,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA010,NRCT0278,Campbell,2023,Ann Rheum Dis,24991221,Taiwan,Treatment D,Treatment C,370,598,binary,167,298,,,,,,,,12,61.9,8.0,65,65,Severe,Diabetes,low,low,low,low,low,low,low,low,no,yes,Head-to-head
NMA010,NRCT0279,Lewis,2019,Lancet Psychiatry,24092694,Sweden,Treatment D,Treatment C,243,449,continuous,,,71.4,18.5,50.9,18.2,,,,12,49.4,9.0,67,75,Mild,HTN,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA010,NRCT0280,Reed,2015,BMJ,26178028,USA,Treatment B,Treatment C,663,322,continuous,,,73.3,15.1,60.9,21.5,,,,36,46.7,11.9,35,77,Mild,Multiple,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA010,NRCT0281,Taylor,2010,BMJ,28897069,UK,Treatment A,Treatment C,578,240,survival,,,,,,,0.73,0.61,0.8,12,42.5,9.9,36,54,Mild,None,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA010,NRCT0282,Edwards,2021,BMJ,35261590,Netherlands,Treatment D,Treatment B,766,333,binary,350,182,,,,,,,,48,63.3,8.8,43,66,Mild,None,low,low,low,low,low,low,low,low,no,no,Head-to-head
NMA010,NRCT0283,Phillips,2014,Lancet Respir Med,21008053,Spain,Treatment A,Treatment B,794,664,continuous,,,71.2,17.3,56.4,14.2,,,,48,67.0,11.3,63,52,Moderate,Diabetes,low,low,low,unclear,low,low,low,unclear,no,yes,Head-to-head
NMA010,NRCT0284,Young,2019,Lancet,22123158,India,Treatment C,Treatment C,316,580,survival,,,,,,,0.99,0.88,1.18,24,46.6,12.4,59,58,Moderate,HTN,low,low,low,low,low,low,low,low,yes,no,Head-to-head
NMA010,NRCT0285,Young,2011,Gut,34644109,Taiwan,Treatment E,Treatment E,277,353,binary,94,187,,,,,,,,12,44.9,10.5,34,62,Moderate-severe,Diabetes,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA010,NRCT0286,Jones,2019,Neurology,23468155,Denmark,Treatment C,Treatment C,588,341,binary,270,64,,,,,,,,24,48.6,10.2,60,76,Severe,CVD,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA010,NRCT0287,Garcia,2012,J Clin Oncol,34984092,France,Treatment A,Treatment E,243,721,binary,128,248,,,,,,,,48,53.5,8.6,39,74,Severe,None,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA010,NRCT0288,Carter,2015,JAMA Dermatol,31953363,France,Treatment B,Treatment C,478,201,binary,157,41,,,,,,,,12,64.6,10.0,39,71,Severe,None,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA010,NRCT0289,Jackson,2015,Lancet Psychiatry,32221714,Canada,Treatment D,Treatment A,695,470,binary,122,229,,,,,,,,36,67.3,13.3,43,57,Severe,None,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA010,NRCT0290,Rodriguez,2019,Lancet Psychiatry,22114797,USA,Treatment A,Treatment D,519,583,continuous,,,50.7,20.3,56.4,16.7,,,,48,50.9,9.8,42,71,Mild,None,low,low,low,low,low,low,low,low,no,yes,Head-to-head
NMA010,NRCT0291,Peterson,2014,NEJM,31855620,Japan,Treatment D,Treatment B,236,629,survival,,,,,,,0.61,0.51,0.69,12,67.5,13.4,41,71,Severe,Diabetes,low,low,low,low,low,high,low,high,no,yes,Head-to-head
NMA010,NRCT0292,Lee,2012,Lancet,32579547,Mexico,Treatment C,Treatment C,506,621,binary,275,317,,,,,,,,24,55.8,10.7,49,84,Severe,None,low,low,low,low,low,low,unclear,unclear,yes,yes,Head-to-head
NMA010,NRCT0293,Martinez,2011,J Clin Oncol,22543155,South Korea,Treatment D,Treatment E,389,307,survival,,,,,,,0.96,0.81,1.08,24,55.5,8.2,68,63,Severe,HTN,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA011,NRCT0294,Green,2022,JACC,30622823,Singapore,Treatment A,Treatment E,668,646,survival,,,,,,,0.89,0.75,0.98,48,42.9,12.8,46,84,Moderate-severe,Diabetes,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA011,NRCT0295,Walker,2020,Circulation,24064302,Denmark,Treatment B,Treatment C,258,573,continuous,,,68.2,14.3,63.6,14.5,,,,12,51.1,11.7,56,84,Moderate-severe,Multiple,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA011,NRCT0296,Evans,2023,Lancet Respir Med,25891452,USA,Treatment E,Treatment E,733,264,survival,,,,,,,0.89,0.81,1.04,12,64.8,10.9,57,66,Mild,Multiple,low,low,low,low,low,low,low,low,no,no,Placebo-controlled
NMA011,NRCT0297,Nelson,2020,JAMA Dermatol,36254970,France,Treatment E,Treatment D,202,756,binary,112,319,,,,,,,,36,44.1,13.6,36,74,Severe,None,low,low,low,low,low,low,high,high,no,yes,Head-to-head
NMA011,NRCT0298,Wright,2019,Lancet Oncol,29510331,Canada,Treatment B,Treatment B,610,665,binary,342,118,,,,,,,,36,44.6,12.5,60,73,Mild,HTN,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA011,NRCT0299,Harris,2012,Lancet Neurol,26007065,India,Treatment B,Treatment B,663,742,binary,314,400,,,,,,,,24,52.1,9.4,66,71,Moderate,None,low,low,low,low,low,low,low,low,no,yes,Head-to-head
NMA011,NRCT0300,Bailey,2014,Gut,24667440,Brazil,Treatment A,Treatment A,749,344,binary,315,90,,,,,,,,48,57.1,11.0,43,78,Severe,None,low,low,unclear,low,low,low,low,unclear,yes,yes,Placebo-controlled
NMA011,NRCT0301,Reed,2020,Circulation,28558308,Mexico,Treatment B,Treatment E,373,664,survival,,,,,,,0.8,0.69,0.92,24,52.4,13.9,61,87,Moderate-severe,Diabetes,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA011,NRCT0302,Kelly,2018,JACC,34986993,Sweden,Treatment C,Treatment E,553,416,binary,268,248,,,,,,,,12,66.1,12.9,56,87,Moderate,Diabetes,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA011,NRCT0303,Harris,2012,Lancet Respir Med,28389410,Japan,Treatment C,Treatment D,709,774,binary,240,350,,,,,,,,12,64.8,11.0,55,86,Severe,CVD,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA011,NRCT0304,Kelly,2012,Lancet,25613330,Denmark,Treatment E,Treatment B,266,227,continuous,,,58.8,16.8,67.9,15.3,,,,12,66.4,13.6,35,63,Moderate-severe,CVD,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA011,NRCT0305,Turner,2013,Lancet Neurol,21304208,Germany,Treatment C,Treatment E,583,798,survival,,,,,,,0.76,0.7,0.9,36,42.6,10.4,59,79,Moderate,Multiple,low,low,low,low,low,low,low,low,yes,no,Placebo-controlled
NMA011,NRCT0306,Edwards,2017,Lancet Respir Med,34665766,Australia,Treatment A,Treatment E,640,537,continuous,,,62.6,16.7,68.0,14.4,,,,12,50.1,9.3,37,83,Mild,HTN,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA011,NRCT0307,Jackson,2022,JAMA,33064928,Netherlands,Treatment A,Treatment D,620,723,continuous,,,75.6,23.2,72.8,16.3,,,,12,52.4,13.8,33,54,Mild,HTN,low,low,low,low,low,low,low,low,no,yes,Head-to-head
NMA011,NRCT0308,Nelson,2010,JACC,25463289,China,Treatment B,Treatment D,288,321,survival,,,,,,,0.93,0.81,1.01,24,66.2,10.7,42,62,Mild,HTN,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA011,NRCT0309,Thomas,2016,Blood,30675011,Australia,Treatment A,Treatment C,458,719,binary,247,417,,,,,,,,36,59.7,9.8,43,70,Moderate,CVD,low,low,low,low,low,low,low,low,no,yes,Head-to-head
NMA011,NRCT0310,Wilson,2021,BMJ,29253022,Brazil,Treatment E,Treatment B,248,786,binary,83,207,,,,,,,,24,62.0,13.0,52,58,Moderate-severe,Multiple,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA011,NRCT0311,Rogers,2017,BMJ,33685304,Denmark,Treatment A,Treatment C,649,347,continuous,,,54.5,24.7,57.5,17.5,,,,36,64.5,12.9,32,57,Mild,Diabetes,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA011,NRCT0312,Rogers,2021,Lancet Oncol,27863284,China,Treatment D,Treatment D,275,240,survival,,,,,,,0.86,0.76,0.97,48,67.2,10.2,33,85,Moderate-severe,CVD,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA011,NRCT0313,Phillips,2017,Lancet Neurol,28110309,Taiwan,Treatment E,Treatment A,687,731,binary,233,226,,,,,,,,48,66.0,9.7,58,71,Moderate,Multiple,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA011,NRCT0314,Carter,2011,Lancet Psychiatry,27661622,Singapore,Treatment A,Treatment A,761,473,binary,159,221,,,,,,,,36,45.5,13.2,51,56,Moderate-severe,None,low,low,low,low,low,low,low,low,no,yes,Head-to-head
NMA011,NRCT0315,Miller,2010,Lancet,25814167,Denmark,Treatment A,Treatment C,793,269,survival,,,,,,,0.9,0.79,1.03,48,56.1,8.3,61,84,Severe,Multiple,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA011,NRCT0316,Baker,2016,Lancet Neurol,23299999,Denmark,Treatment D,Treatment C,302,425,survival,,,,,,,0.64,0.55,0.77,36,60.7,11.6,65,64,Mild,Diabetes,low,low,low,low,low,low,unclear,unclear,yes,yes,Placebo-controlled
NMA011,NRCT0317,Thompson,2014,JAMA Dermatol,34774278,South Korea,Treatment B,Treatment C,261,340,binary,103,123,,,,,,,,36,56.7,11.6,37,88,Moderate-severe,Multiple,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA011,NRCT0318,Davis,2023,JACC,35331069,China,Treatment A,Treatment D,240,451,binary,117,239,,,,,,,,24,63.0,12.0,32,82,Mild,CVD,low,low,low,low,low,low,low,low,no,yes,Head-to-head
NMA011,NRCT0319,Mitchell,2021,Lancet Oncol,32866449,Mexico,Treatment B,Treatment D,268,251,binary,152,67,,,,,,,,48,58.9,10.0,53,64,Moderate,Multiple,low,high,unclear,low,low,low,low,high,yes,yes,Head-to-head
NMA011,NRCT0320,Hall,2021,Lancet Oncol,29980571,USA,Treatment E,Treatment A,678,219,binary,339,91,,,,,,,,24,66.8,10.1,64,56,Moderate-severe,HTN,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA011,NRCT0321,Clark,2017,NEJM,23118893,Singapore,Treatment B,Treatment B,238,298,survival,,,,,,,1.02,0.85,1.14,36,42.3,8.0,50,77,Moderate,None,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA011,NRCT0322,Taylor,2015,Lancet Oncol,33149426,Italy,Treatment A,Treatment D,321,505,continuous,,,58.0,12.1,62.8,18.1,,,,48,58.9,9.4,52,57,Severe,CVD,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA011,NRCT0323,Wilson,2017,Lancet Oncol,35393233,Canada,Treatment D,Treatment B,282,534,survival,,,,,,,0.85,0.72,0.93,36,59.9,10.6,38,54,Moderate-severe,HTN,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA011,NRCT0324,Moore,2021,J Clin Oncol,35730542,Belgium,Treatment C,Treatment C,547,307,survival,,,,,,,0.87,0.75,0.95,36,50.5,8.3,36,76,Mild,HTN,low,low,low,low,low,low,low,low,no,no,Placebo-controlled
NMA011,NRCT0325,Baker,2014,Lancet,34190383,Brazil,Treatment E,Treatment A,600,600,survival,,,,,,,0.67,0.58,0.76,12,57.6,12.9,53,78,Moderate-severe,Diabetes,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA011,NRCT0326,Evans,2022,Gut,32638622,USA,Treatment A,Treatment C,586,730,binary,88,309,,,,,,,,36,66.3,9.6,37,80,Severe,Multiple,low,low,low,low,low,unclear,low,unclear,no,yes,Placebo-controlled
NMA012,NRCT0327,Carter,2014,Lancet Neurol,35542228,India,Treatment C,Treatment A,468,312,survival,,,,,,,1.01,0.81,1.15,12,49.4,9.5,61,55,Severe,HTN,low,low,low,low,low,low,low,low,no,yes,Head-to-head
NMA012,NRCT0328,Cook,2010,JAMA Dermatol,24379211,USA,Treatment E,Treatment A,714,678,continuous,,,70.0,17.7,66.4,20.9,,,,24,50.7,9.6,47,68,Moderate,HTN,low,low,low,low,low,unclear,low,unclear,no,yes,Head-to-head
NMA012,NRCT0329,Allen,2018,Gut,35326467,Spain,Treatment C,Treatment B,286,673,binary,166,303,,,,,,,,24,64.4,9.4,58,78,Moderate-severe,None,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA012,NRCT0330,Morgan,2019,Lancet Respir Med,33704599,UK,Treatment C,Treatment E,706,651,survival,,,,,,,0.93,0.76,1.11,24,66.1,11.4,34,85,Moderate,CVD,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA012,NRCT0331,Wilson,2010,Gut,32962354,Canada,Treatment A,Treatment B,256,216,continuous,,,74.4,13.0,67.7,18.8,,,,36,44.7,9.1,60,86,Mild,HTN,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA012,NRCT0332,Peterson,2015,J Clin Oncol,27240898,Taiwan,Treatment B,Treatment E,670,503,survival,,,,,,,1.02,0.84,1.13,12,65.6,10.2,32,53,Severe,HTN,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA012,NRCT0333,Campbell,2011,Lancet Respir Med,30136114,Taiwan,Treatment B,Treatment C,415,277,binary,198,127,,,,,,,,36,50.4,10.7,38,62,Moderate,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA012,NRCT0334,Clark,2020,NEJM,29388400,Brazil,Treatment B,Treatment A,578,204,continuous,,,77.3,13.3,48.7,23.6,,,,12,45.7,13.6,62,59,Moderate,Multiple,low,low,low,high,low,low,low,high,yes,yes,Placebo-controlled
NMA012,NRCT0335,Lee,2014,Gut,23310259,France,Treatment B,Treatment A,792,494,binary,239,205,,,,,,,,24,64.2,13.6,51,74,Severe,None,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA012,NRCT0336,Mitchell,2016,Lancet Neurol,30893501,France,Treatment D,Treatment D,624,722,binary,227,387,,,,,,,,24,50.6,8.1,66,68,Moderate-severe,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA012,NRCT0337,Campbell,2017,Ann Rheum Dis,24036449,India,Treatment A,Treatment B,229,658,binary,103,198,,,,,,,,24,46.0,9.5,63,59,Moderate-severe,CVD,low,low,low,low,low,low,unclear,unclear,yes,no,Placebo-controlled
NMA012,NRCT0338,Baker,2013,BMJ,36340615,Sweden,Treatment A,Treatment C,221,454,binary,40,84,,,,,,,,36,58.9,11.9,48,63,Moderate,CVD,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA012,NRCT0339,King,2022,Ann Rheum Dis,23689511,Spain,Treatment B,Treatment C,684,587,continuous,,,59.3,23.1,70.0,20.9,,,,24,67.3,12.1,47,81,Moderate,Multiple,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA012,NRCT0340,Edwards,2016,Lancet Neurol,32468645,USA,Treatment A,Treatment E,487,601,binary,181,309,,,,,,,,36,61.6,12.2,51,56,Severe,CVD,low,low,low,low,low,low,low,low,no,no,Placebo-controlled
NMA012,NRCT0341,Phillips,2015,Lancet Respir Med,25974335,Belgium,Treatment B,Treatment E,284,317,survival,,,,,,,0.81,0.71,0.92,12,48.8,12.4,66,76,Mild,HTN,low,low,low,high,low,low,low,high,yes,yes,Placebo-controlled
NMA012,NRCT0342,Johnson,2014,Lancet,22192925,Spain,Treatment A,Treatment C,509,536,binary,260,180,,,,,,,,48,67.1,9.4,35,71,Moderate,Multiple,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA012,NRCT0343,Evans,2013,JAMA Dermatol,27735752,Mexico,Treatment D,Treatment B,438,553,binary,182,120,,,,,,,,12,66.0,11.0,68,56,Moderate-severe,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA012,NRCT0344,Martin,2019,Circulation,22878200,Sweden,Treatment C,Treatment E,533,540,binary,212,190,,,,,,,,48,54.4,11.7,59,73,Moderate-severe,None,low,low,low,low,low,low,low,low,yes,no,Head-to-head
NMA012,NRCT0345,Edwards,2011,J Clin Oncol,34242219,Brazil,Treatment A,Treatment C,591,383,survival,,,,,,,0.69,0.6,0.79,12,57.9,8.7,53,82,Severe,Diabetes,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA012,NRCT0346,Nguyen,2015,JACC,25342909,China,Treatment E,Treatment A,254,717,survival,,,,,,,0.95,0.83,1.08,12,56.1,12.4,50,65,Moderate,None,low,low,unclear,low,low,low,low,unclear,yes,yes,Placebo-controlled
